date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:27:12	2947/2947	---MCZ	200	added ('OK')	text/css	etag:W/%226989b800-b83%22	https://nexa.law/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=6.1.5	C:/My%20Web%20Sites/nextlaw/nexa.law/wp-content/plugins/contact-form-7/includes/css/stylesb5e1.css	(from https://nexa.law/)
20:27:12	892/892	---MCZ	200	added ('OK')	text/css	etag:W/%2269713b4e-37c%22	https://nexa.law/wp-content/plugins/simple-banner/simple-banner.css?ver=3.2.1	C:/My%20Web%20Sites/nextlaw/nexa.law/wp-content/plugins/simple-banner/simple-bannerdeae.css	(from https://nexa.law/)
20:27:13	58910/58910	---MCZ	200	added ('OK')	text/css	etag:W/%2267daaa30-e61e%22	https://nexa.law/wp-content/themes/nexalaw/style.css?ver=1742383664	C:/My%20Web%20Sites/nextlaw/nexa.law/wp-content/themes/nexalaw/stylec096.css	(from https://nexa.law/)
20:27:13	9557/9557	---M-Z	200	added ('OK')	text/css	date:Thu,%2016%20Apr%202026%2019:27:14%20GMT	https://use.typekit.net/yij8iin.css?ver=6.9.4	C:/My%20Web%20Sites/nextlaw/use.typekit.net/yij8iinb34e.css	(from https://nexa.law/)
20:27:13	17265/17265	---MCZ	200	added ('OK')	text/css	etag:W/%2269c263aa-4371%22	https://nexa.law/wp-content/themes/nexalaw/src/css/additional.css?ver=1776367538	C:/My%20Web%20Sites/nextlaw/nexa.law/wp-content/themes/nexalaw/src/css/additionalfbde.css	(from https://nexa.law/)
20:27:14	87553/87553	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264ecd5ef-15601%22	https://nexa.law/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/My%20Web%20Sites/nextlaw/nexa.law/wp-includes/js/jquery/jquery.minf43b.js	(from https://nexa.law/)
20:27:15	13577/13577	---MCZ	200	added ('OK')	application/javascript	etag:W/%226482bd64-3509%22	https://nexa.law/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/My%20Web%20Sites/nextlaw/nexa.law/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://nexa.law/)
20:27:15	7606/7606	---MCZ	200	added ('OK')	application/javascript	etag:W/%2269713b4e-1db6%22	https://nexa.law/wp-content/plugins/simple-banner/simple-banner.js?ver=3.2.1	C:/My%20Web%20Sites/nextlaw/nexa.law/wp-content/plugins/simple-banner/simple-bannerdeae.js	(from https://nexa.law/)
20:27:15	6911/6911	---MCZ	200	added ('OK')	application/json	date:Thu,%2016%20Apr%202026%2019:27:16%20GMT	https://nexa.law/wp-json/wp/v2/pages/5689	C:/My%20Web%20Sites/nextlaw/nexa.law/wp-json/wp/v2/pages/5689.json	(from https://nexa.law/)
20:27:16	277433/277433	---MCZ	200	added ('OK')	application/json	date:Thu,%2016%20Apr%202026%2019:27:16%20GMT	https://nexa.law/wp-json/	C:/My%20Web%20Sites/nextlaw/nexa.law/wp-json/index.html	(from https://nexa.law/)
20:27:16	146/146	---MCZ	403	error ('Forbidden')	text/html	date:Thu,%2016%20Apr%202026%2019:27:17%20GMT	https://nexa.law/xmlrpc.php?rsd	C:/My%20Web%20Sites/nextlaw/nexa.law/xmlrpc0db0.php	(from https://nexa.law/)
20:27:17	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Thu,%2016%20Apr%202026%2019:27:18%20GMT	https://www.googletagmanager.com/gtm.js?id=	C:/My%20Web%20Sites/nextlaw/www.googletagmanager.com/gtm.125445.delayed	(from https://nexa.law/)
20:27:17	201/201	---M--	200	added ('OK')	image/png	etag:%22672cc9c0-c9%22	https://nexa.law/wp-content/uploads/2024/10/cropped-nexa_n_03-32x32.png	C:/My%20Web%20Sites/nextlaw/nexa.law/wp-content/uploads/2024/10/cropped-nexa_n_03-32x32.png	(from https://nexa.law/)
20:27:18	472/472	---M--	200	added ('OK')	image/png	etag:%22672cc9c0-200%22	https://nexa.law/wp-content/uploads/2024/10/cropped-nexa_n_03-192x192.png	C:/My%20Web%20Sites/nextlaw/nexa.law/wp-content/uploads/2024/10/cropped-nexa_n_03-192x192.png	(from https://nexa.law/)
20:27:19	506/506	---M--	200	added ('OK')	image/png	etag:%22672cc9c0-20b%22	https://nexa.law/wp-content/uploads/2024/10/cropped-nexa_n_03-180x180.png	C:/My%20Web%20Sites/nextlaw/nexa.law/wp-content/uploads/2024/10/cropped-nexa_n_03-180x180.png	(from https://nexa.law/)
20:27:19	1090/1090	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22672cca0f-442%22	https://nexa.law/wp-content/themes/nexalaw/public/dist/assets/nexa_type_01.svg	C:/My%20Web%20Sites/nextlaw/nexa.law/wp-content/themes/nexalaw/public/dist/assets/nexa_type_01.svg	(from https://nexa.law/)
20:27:20	109494/109494	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20Apr%202026%2019:27:21%20GMT	https://nexa.law/our-story/	C:/My%20Web%20Sites/nextlaw/nexa.law/our-story/index.html	(from https://nexa.law/)
20:27:20	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2016%20Apr%202026%2019:27:20%20GMT	https://nexa.law/contact-us	C:/My%20Web%20Sites/nextlaw/nexa.law/contact-us	(from https://nexa.law/)
20:27:21	94666/94666	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20Apr%202026%2019:27:22%20GMT	https://nexa.law/nexa-insights/	C:/My%20Web%20Sites/nextlaw/nexa.law/nexa-insights/index.html	(from https://nexa.law/)
20:27:22	408323/408323	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20Apr%202026%2019:27:22%20GMT	https://nexa.law/our-lawyers/	C:/My%20Web%20Sites/nextlaw/nexa.law/our-lawyers/index.html	(from https://nexa.law/)
20:27:22	96865/96865	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20Apr%202026%2019:27:22%20GMT	https://nexa.law/our-services/	C:/My%20Web%20Sites/nextlaw/nexa.law/our-services/index.html	(from https://nexa.law/)
20:27:22	78202/78202	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20Apr%202026%2019:27:23%20GMT	https://nexa.law/contact-us/	C:/My%20Web%20Sites/nextlaw/nexa.law/contact-us/index.html	(from https://nexa.law/)
20:27:23	25213/25213	---MCZ	200	added ('OK')	text/javascript	date:Fri,%2010%20Apr%202026%2009:24:12%20GMT	https://www.reviewsolicitors.co.uk/widget/rs.js	C:/My%20Web%20Sites/nextlaw/www.reviewsolicitors.co.uk/widget/rs.js	(from https://nexa.law/)
20:27:24	218874/218874	---M--	200	added ('OK')	image/webp	etag:%2268665bd7-356fa%22	https://nexa.law/wp-content/uploads/2025/07/Video_overlay_mobile-1.webp	C:/My%20Web%20Sites/nextlaw/nexa.law/wp-content/uploads/2025/07/Video_overlay_mobile-1.webp	(from https://nexa.law/)
20:27:25	359312/359312	---M--	200	added ('OK')	image/webp	etag:%2268665bd3-57b90%22	https://nexa.law/wp-content/uploads/2025/07/Video_overlay_desktop-1.webp	C:/My%20Web%20Sites/nextlaw/nexa.law/wp-content/uploads/2025/07/Video_overlay_desktop-1.webp	(from https://nexa.law/)
20:27:25	1928/1928	---M--	200	added ('OK')	image/webp	etag:%2268763a6c-788%22	https://nexa.law/wp-content/uploads/2025/07/get_in_touch_background_mobile_n.webp	C:/My%20Web%20Sites/nextlaw/nexa.law/wp-content/uploads/2025/07/get_in_touch_background_mobile_n.webp	(from https://nexa.law/)
20:27:26	66720/66720	---M--	200	added ('OK')	image/webp	etag:%22686642a4-104a0%22	https://nexa.law/wp-content/uploads/2025/07/the_Nexa_difference-1024x578.webp	C:/My%20Web%20Sites/nextlaw/nexa.law/wp-content/uploads/2025/07/the_Nexa_difference-1024x578.webp	(from https://nexa.law/)
20:27:27	75414/75414	---M--	200	added ('OK')	image/webp	etag:%22686642a3-12696%22	https://nexa.law/wp-content/uploads/2025/07/nexa_eliot.webp	C:/My%20Web%20Sites/nextlaw/nexa.law/wp-content/uploads/2025/07/nexa_eliot.webp	(from https://nexa.law/)
20:27:36	18454/18454	---M-Z	200	added ('OK')	text/css	etag:W/%224816-00NTceTFOXSCfuleSHYg+tVGAkA%22	https://cdn.jsdelivr.net/npm/swiper@11/swiper-bundle.min.css	C:/My%20Web%20Sites/nextlaw/cdn.jsdelivr.net/npm/swiper@11/swiper-bundle.min.css	(from https://nexa.law/)
20:27:50	154597/154597	---M-Z	200	added ('OK')	application/javascript	etag:W/%2225be5-n7vuhWVYfwo6iXqEBF16IW76OmQ%22	https://cdn.jsdelivr.net/npm/swiper@11/swiper-bundle.min.js	C:/My%20Web%20Sites/nextlaw/cdn.jsdelivr.net/npm/swiper@11/swiper-bundle.min.js	(from https://nexa.law/)
20:28:11	80629/80629	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20Apr%202026%2019:27:57%20GMT	https://nexa.law/can-you-beat-the-dividend-tax-rates-rise/	C:/My%20Web%20Sites/nextlaw/nexa.law/can-you-beat-the-dividend-tax-rates-rise/index.html	(from https://nexa.law/)
20:28:13	57506/57506	---M--	200	added ('OK')	image/jpeg	etag:%2268a2f2c9-10b6f%22	https://nexa.law/wp-content/uploads/2025/08/AdobeStock_482520724.jpeg	C:/My%20Web%20Sites/nextlaw/nexa.law/wp-content/uploads/2025/08/AdobeStock_482520724.jpg	(from https://nexa.law/)
20:28:17	125285/125285	---M--	200	added ('OK')	image/jpeg	etag:%22672cc9ce-222e4%22	https://nexa.law/wp-content/uploads/2024/08/femi.jpg	C:/My%20Web%20Sites/nextlaw/nexa.law/wp-content/uploads/2024/08/femi.jpg	(from https://nexa.law/)
20:28:18	82393/82393	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20Apr%202026%2019:28:17%20GMT	https://nexa.law/clarification-in-mcgann-v-eldonian-community-trust-ltd-ewhc-66-ch/	C:/My%20Web%20Sites/nextlaw/nexa.law/clarification-in-mcgann-v-eldonian-community-trust-ltd-ewhc-66-ch/index.html	(from https://nexa.law/)
20:28:20	81525/81525	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20Apr%202026%2019:28:19%20GMT	https://nexa.law/insolvency-litigation-funding-non-party-costs-judgment/	C:/My%20Web%20Sites/nextlaw/nexa.law/insolvency-litigation-funding-non-party-costs-judgment/index.html	(from https://nexa.law/)
20:28:20	1631/1631	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2267336cc2-65f%22	https://nexa.law/wp-content/themes/nexalaw/public/dist/assets/nexa_type_01_white.svg	C:/My%20Web%20Sites/nextlaw/nexa.law/wp-content/themes/nexalaw/public/dist/assets/nexa_type_01_white.svg	(from https://nexa.law/)
20:28:26	219827/219827	---M--	200	added ('OK')	application/pdf	etag:%2268b572b6-35ab3%22	https://nexa.law/wp-content/uploads/2025/09/Nexa-Environmental-Business-Charter-February-2024.pdf	C:/My%20Web%20Sites/nextlaw/nexa.law/wp-content/uploads/2025/09/Nexa-Environmental-Business-Charter-February-2024.pdf	(from https://nexa.law/)
20:28:27	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2016%20Apr%202026%2019:28:22%20GMT	https://nexa.law/about-us/	C:/My%20Web%20Sites/nextlaw/nexa.law/about-us/index.html	(from https://nexa.law/)
20:28:29	82972/82972	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20Apr%202026%2019:28:28%20GMT	https://nexa.law/pricing-guide/	C:/My%20Web%20Sites/nextlaw/nexa.law/pricing-guide/index.html	(from https://nexa.law/)
20:28:30	87789/87789	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20Apr%202026%2019:28:31%20GMT	https://nexa.law/leadership-team/	C:/My%20Web%20Sites/nextlaw/nexa.law/leadership-team/index.html	(from https://nexa.law/)
20:28:32	3142/3142	---M--	200	added ('OK')	image/jpeg	etag:%22672cca0d-ce8%22	https://nexa.law/wp-content/themes/nexalaw/public/dist/assets/Conveyancing.jpg	C:/My%20Web%20Sites/nextlaw/nexa.law/wp-content/themes/nexalaw/public/dist/assets/Conveyancing.jpg	(from https://nexa.law/)
20:28:32	74883/74883	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20Apr%202026%2019:28:33%20GMT	https://nexa.law/work-at-nexa/	C:/My%20Web%20Sites/nextlaw/nexa.law/work-at-nexa/index.html	(from https://nexa.law/)
20:30:20	6770154/6770154	---M--	200	added ('OK')	video/mp4	etag:%226895e185-674dea%22	https://nexa.law/wp-content/uploads/2025/08/Nexa_home_hero_scaled_mobile-1.mp4	C:/My%20Web%20Sites/nextlaw/nexa.law/wp-content/uploads/2025/08/Nexa_home_hero_scaled_mobile-1.mp4	(from https://nexa.law/)
20:30:40	132094/132094	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20Apr%202026%2019:30:33%20GMT	https://nexa.law/support-team/	C:/My%20Web%20Sites/nextlaw/nexa.law/support-team/index.html	(from https://nexa.law/)
20:30:43	38275/38275	---M--	200	added ('OK')	image/png	etag:%22696f6684-d297%22	https://nexa.law/wp-content/themes/nexalaw/public/dist/assets/lsa-logo-2026.png	C:/My%20Web%20Sites/nextlaw/nexa.law/wp-content/themes/nexalaw/public/dist/assets/lsa-logo-2026.png	(from https://nexa.law/)
20:30:46	77094/77094	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20Apr%202026%2019:30:44%20GMT	https://nexa.law/schedule-a-call/	C:/My%20Web%20Sites/nextlaw/nexa.law/schedule-a-call/index.html	(from https://nexa.law/)
20:30:47	5661/5661	---MCZ	200	added ('OK')	application/javascript	etag:W/%2268f732ba-161d%22	https://nexa.law/wp-includes/js/dist/hooks.min.js?ver=dd5603f07f9220ed27f1	C:/My%20Web%20Sites/nextlaw/nexa.law/wp-includes/js/dist/hooks.minaf5f.js	(from https://nexa.law/)
20:30:47	9591069/9591069	---M--	200	added ('OK')	application/pdf	etag:%2268495356-92591d%22	https://nexa.law/wp-content/themes/nexalaw/src/assets/SRA%20Diversity%20Questionnaire%20Responses%202025.pdf	C:/My%20Web%20Sites/nextlaw/nexa.law/wp-content/themes/nexalaw/src/assets/SRA%20Diversity%20Questionnaire%20Responses%202025.pdf	(from https://nexa.law/)
20:30:48	79226/79226	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20Apr%202026%2019:30:49%20GMT	https://nexa.law/interest-paid-to-clients-policy/	C:/My%20Web%20Sites/nextlaw/nexa.law/interest-paid-to-clients-policy/index.html	(from https://nexa.law/)
20:30:48	11604946/11604946	---M--	200	added ('OK')	video/mp4	etag:%226895e1fc-b113d2%22	https://nexa.law/wp-content/uploads/Nexa_home_hero_highres.mp4	C:/My%20Web%20Sites/nextlaw/nexa.law/wp-content/uploads/Nexa_home_hero_highres.mp4	(from https://nexa.law/)
20:30:50	5314/5314	---MCZ	200	added ('OK')	application/javascript	etag:W/%2268f732ba-14c2%22	https://nexa.law/wp-includes/js/dist/i18n.min.js?ver=c26c3dc7bed366793375	C:/My%20Web%20Sites/nextlaw/nexa.law/wp-includes/js/dist/i18n.min1cde.js	(from https://nexa.law/)
20:30:50	77376/77376	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20Apr%202026%2019:30:50%20GMT	https://nexa.law/cookies-policy/	C:/My%20Web%20Sites/nextlaw/nexa.law/cookies-policy/index.html	(from https://nexa.law/)
20:30:51	80192/80192	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20Apr%202026%2019:30:51%20GMT	https://nexa.law/digital-privacy-policy/	C:/My%20Web%20Sites/nextlaw/nexa.law/digital-privacy-policy/index.html	(from https://nexa.law/)
20:30:51	83406/83406	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20Apr%202026%2019:30:51%20GMT	https://nexa.law/privacy-policy/	C:/My%20Web%20Sites/nextlaw/nexa.law/privacy-policy/index.html	(from https://nexa.law/)
20:30:51	12512/12512	---MCZ	200	added ('OK')	application/javascript	etag:W/%226989b801-30e0%22	https://nexa.law/wp-content/plugins/contact-form-7/includes/swv/js/index.js?ver=6.1.5	C:/My%20Web%20Sites/nextlaw/nexa.law/wp-content/plugins/contact-form-7/includes/swv/js/indexb5e1.js	(from https://nexa.law/)
20:30:52	13452/13452	---MCZ	200	added ('OK')	application/javascript	etag:W/%226989b800-348c%22	https://nexa.law/wp-content/plugins/contact-form-7/includes/js/index.js?ver=6.1.5	C:/My%20Web%20Sites/nextlaw/nexa.law/wp-content/plugins/contact-form-7/includes/js/indexb5e1.js	(from https://nexa.law/)
20:30:52	79536/79536	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20Apr%202026%2019:30:52%20GMT	https://nexa.law/complaints-handling-policy/	C:/My%20Web%20Sites/nextlaw/nexa.law/complaints-handling-policy/index.html	(from https://nexa.law/)
20:30:52	6501/6501	---MCZ	200	added ('OK')	application/javascript	etag:W/%2268907454-1965%22	https://nexa.law/wp-content/themes/nexalaw/public/dist/main.js?ver=1754297428	C:/My%20Web%20Sites/nextlaw/nexa.law/wp-content/themes/nexalaw/public/dist/main38ca.js	(from https://nexa.law/)
20:30:53	1010/1010	---MC-	200	added ('OK')	text/javascript	date:Thu,%2016%20Apr%202026%2019:30:54%20GMT	https://www.google.com/recaptcha/api.js?render=6Ldfy3gqAAAAAKogDQl8nwNuGlDO6_IAqqn8xdsI&ver=3.0	C:/My%20Web%20Sites/nextlaw/www.google.com/recaptcha/apib05e.js	(from https://nexa.law/)
20:30:54	33548/33548	---MCZ	200	added ('OK')	application/javascript	etag:W/%2268f732ba-830c%22	https://nexa.law/wp-includes/js/dist/vendor/wp-polyfill.min.js?ver=3.15.0	C:/My%20Web%20Sites/nextlaw/nexa.law/wp-includes/js/dist/vendor/wp-polyfill.min2c7c.js	(from https://nexa.law/)
20:30:54	934/934	---MCZ	200	added ('OK')	application/javascript	etag:W/%226989b801-3a6%22	https://nexa.law/wp-content/plugins/contact-form-7/modules/recaptcha/index.js?ver=6.1.5	C:/My%20Web%20Sites/nextlaw/nexa.law/wp-content/plugins/contact-form-7/modules/recaptcha/indexb5e1.js	(from https://nexa.law/)
20:30:55	2999/2999	---MCZ	200	added ('OK')	application/javascript	etag:W/%2269d45e4e-bb7%22	https://nexa.law/wp-content/plugins/google-site-kit/dist/assets/js/googlesitekit-events-provider-contact-form-7-83c32a029ed2cf5b6a82.js	C:/My%20Web%20Sites/nextlaw/nexa.law/wp-content/plugins/google-site-kit/dist/assets/js/googlesitekit-events-provider-contact-form-7-83c32a029ed2cf5b6a82.js	(from https://nexa.law/)
20:30:55	44/44	---M--	302	error ('Found')	text/plain	date:Thu,%2016%20Apr%202026%2019:30:56%20GMT	https://unpkg.com/aos@next/dist/aos.js	C:/My%20Web%20Sites/nextlaw/unpkg.com/aos@next/dist/aos.34.delayed	(from https://nexa.law/)
20:30:57	13800/13800	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2026%20Mar%202026%2018:15:15%20GMT	https://unpkg.com/aos@3.0.0-beta.6/dist/aos.js	C:/My%20Web%20Sites/nextlaw/unpkg.com/aos@3.0.0-beta.6/dist/aos.js	(from https://nexa.law/)
20:31:00	511274/511274	---M-Z	200	added ('OK')	text/javascript	etag:%221b75c5322702394985e8630b77d411bb%22	https://storage.googleapis.com/moneypennychat/js/1d0e431d-4fed-4986-8825-e87fcb73d13b.js	C:/My%20Web%20Sites/nextlaw/storage.googleapis.com/moneypennychat/js/1d0e431d-4fed-4986-8825-e87fcb73d13b.js	(from https://nexa.law/)
20:31:00	5/5	---M--	200	added ('OK')	text/css	etag:%22685e35e1-5%22	https://p.typekit.net/p.css?s=1&k=yij8iin&ht=tk&f=15705.15708.15709.22710.37746.37747.37748.37749.37750.37754.37755.37756.37757&a=84173082&app=typekit&e=css	C:/My%20Web%20Sites/nextlaw/p.typekit.net/p72cb.css	(from https://use.typekit.net/yij8iin.css)
20:31:02	46076/46076	---M--	200	added ('OK')	application/font-woff2	etag:%2225d9000ed11ad93413dd9fab416a1870c8ae46cd%22	https://use.typekit.net/af/220823/000000000000000000015231/27/l?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n7&v=3	C:/My%20Web%20Sites/nextlaw/use.typekit.net/af/220823/000000000000000000015231/27/l652f	(from https://use.typekit.net/yij8iin.css)
20:31:04	5805537/5805537	---M--	200	added ('OK')	application/pdf	etag:%22696f6739-5895e1%22	https://nexa.law/wp-content/themes/nexalaw/public/dist/assets/lsa-annual-report.pdf	C:/My%20Web%20Sites/nextlaw/nexa.law/wp-content/themes/nexalaw/public/dist/assets/lsa-annual-report.pdf	(from https://nexa.law/)
20:31:04	53304/53304	---M--	200	added ('OK')	application/font-woff	etag:%2225d9000ed11ad93413dd9fab416a1870c8ae46cd%22	https://use.typekit.net/af/220823/000000000000000000015231/27/d?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n7&v=3	C:/My%20Web%20Sites/nextlaw/use.typekit.net/af/220823/000000000000000000015231/27/d652f	(from https://use.typekit.net/yij8iin.css)
20:31:04	101232/101232	---M-Z	200	added ('OK')	font/opentype	etag:W/%2225d9000ed11ad93413dd9fab416a1870c8ae46cd%22	https://use.typekit.net/af/220823/000000000000000000015231/27/a?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n7&v=3	C:/My%20Web%20Sites/nextlaw/use.typekit.net/af/220823/000000000000000000015231/27/a652f	(from https://use.typekit.net/yij8iin.css)
20:31:05	46404/46404	---M--	200	added ('OK')	application/font-woff2	etag:%22d8f0e75543cc417069e2148d573e1b3687264d73%22	https://use.typekit.net/af/180254/00000000000000000001522c/27/l?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n4&v=3	C:/My%20Web%20Sites/nextlaw/use.typekit.net/af/180254/00000000000000000001522c/27/le196	(from https://use.typekit.net/yij8iin.css)
20:31:05	54264/54264	---M--	200	added ('OK')	application/font-woff	etag:%22d8f0e75543cc417069e2148d573e1b3687264d73%22	https://use.typekit.net/af/180254/00000000000000000001522c/27/d?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n4&v=3	C:/My%20Web%20Sites/nextlaw/use.typekit.net/af/180254/00000000000000000001522c/27/de196	(from https://use.typekit.net/yij8iin.css)
20:31:06	101852/101852	---M-Z	200	added ('OK')	font/opentype	etag:W/%22d8f0e75543cc417069e2148d573e1b3687264d73%22	https://use.typekit.net/af/180254/00000000000000000001522c/27/a?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n4&v=3	C:/My%20Web%20Sites/nextlaw/use.typekit.net/af/180254/00000000000000000001522c/27/ae196	(from https://use.typekit.net/yij8iin.css)
20:31:06	45148/45148	---M--	200	added ('OK')	application/font-woff2	etag:%2204a013eb45c5c7ece072a01171ce43ff1acecfc0%22	https://use.typekit.net/af/a2df1e/00000000000000000001522a/27/l?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n3&v=3	C:/My%20Web%20Sites/nextlaw/use.typekit.net/af/a2df1e/00000000000000000001522a/27/l3eab	(from https://use.typekit.net/yij8iin.css)
20:31:07	53300/53300	---M--	200	added ('OK')	application/font-woff	etag:%2204a013eb45c5c7ece072a01171ce43ff1acecfc0%22	https://use.typekit.net/af/a2df1e/00000000000000000001522a/27/d?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n3&v=3	C:/My%20Web%20Sites/nextlaw/use.typekit.net/af/a2df1e/00000000000000000001522a/27/d3eab	(from https://use.typekit.net/yij8iin.css)
20:31:07	97176/97176	---M-Z	200	added ('OK')	font/opentype	etag:W/%2204a013eb45c5c7ece072a01171ce43ff1acecfc0%22	https://use.typekit.net/af/a2df1e/00000000000000000001522a/27/a?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n3&v=3	C:/My%20Web%20Sites/nextlaw/use.typekit.net/af/a2df1e/00000000000000000001522a/27/a3eab	(from https://use.typekit.net/yij8iin.css)
